,date,category,category_names,brand,pack_size,pack_type,itemid,name,price_median,raw_discount,price_before_discount,units_sold,stock,status,item_page,low_price_guarantee,on_flash_sale,can_use_bundle_deal,can_use_cod,can_use_wholesale,show_free_shipping,like_count,comment_count,views,no_rating,star_1,star_2,star_3,star_4,star_5,rating,month,day,units_sold_diff
8504,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4703,2,1,2,True,False,False,False,False,False,501,1887,,1810,36,17,7,17,1887,4.92,January,30,18.0
8515,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4111,25,1,3,False,False,False,False,False,False,613,1819,,1742,32,23,5,17,1819,4.91,January,30,31.0
8593,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3648,20,1,9,True,False,False,False,False,False,559,1541,,1491,23,14,4,10,1542,4.93,January,30,27.0
8606,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),108,10,120,1807,6,1,10,True,False,False,False,False,False,205,811,,781,15,4,3,8,811,4.92,January,30,11.0
8607,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,63,10,70,982,18,1,10,False,False,False,False,False,False,154,428,,413,11,2,0,2,428,4.95,January,30,1.0
8612,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,95,10,105,1846,9,1,11,True,False,False,False,False,False,264,758,,726,18,8,0,6,758,4.92,January,30,14.0
8614,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6804,21,1,11,True,False,False,False,False,False,819,2497,,2391,43,19,11,33,2497,4.9,January,30,4.0
8622,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3269,1625,1,13,True,False,False,False,False,False,182,484,,462,10,7,0,5,484,4.91,January,30,20.0
8651,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1135,18,1,17,False,False,False,False,False,False,186,509,,490,10,4,2,3,509,4.93,January,30,0.0
8666,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,95,10,105,1304,7,1,19,True,False,False,False,False,False,159,568,,546,12,4,2,4,568,4.93,January,30,0.0
8670,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),141,10,156,790,4,1,20,False,False,False,False,False,False,118,355,,344,6,2,1,2,355,4.94,January,30,1.0
8822,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),180,10,200,395,1,1,35,False,False,False,False,False,False,84,163,,161,1,1,0,0,163,4.98,January,30,0.0
9076,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,223,10,247,564,17,1,59,False,False,False,False,False,False,151,254,,239,5,6,1,4,255,4.87,January,30,0.0
9093,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,141,10,156,439,5,1,60,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,30,0.0
9689,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2495,11,1,2,False,False,False,False,False,False,108,436,,409,12,9,1,5,436,4.88,January,31,7.0
9701,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4116,21,1,3,False,False,False,False,False,False,615,1821,,1744,32,23,5,17,1821,4.91,January,31,5.0
9779,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3649,17,1,9,True,False,False,False,False,False,559,1541,,1491,23,14,4,10,1542,4.93,January,31,1.0
9793,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),108,10,120,1809,6,1,10,True,False,False,False,False,False,205,811,,781,15,4,3,8,811,4.92,January,31,2.0
9794,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,63,10,70,984,11,1,10,False,False,False,False,False,False,155,428,,413,11,2,0,2,428,4.95,January,31,2.0
9800,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6817,20,1,11,True,False,False,False,False,False,819,2498,,2392,43,19,11,33,2498,4.9,January,31,13.0
9808,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3272,1599,1,13,True,False,False,False,False,False,183,484,,462,10,7,0,5,484,4.91,January,31,3.0
9839,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1135,17,1,16,False,False,False,False,False,False,186,509,,490,10,4,2,3,509,4.93,January,31,0.0
9853,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,95,10,105,1307,2,1,19,True,False,False,False,False,False,159,569,,547,12,4,2,4,569,4.93,January,31,3.0
9857,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),141,10,156,791,3,1,19,False,False,False,False,False,False,118,356,,345,6,2,1,2,356,4.94,January,31,1.0
10013,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),180,10,200,398,1,1,35,False,False,False,False,False,False,84,165,,162,1,2,0,0,165,4.97,January,31,3.0
10265,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,223,10,247,567,14,1,59,False,False,False,False,False,False,151,254,,239,5,6,1,4,255,4.87,January,31,3.0
10284,2023-01-31 13:48:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,141,10,156,440,5,1,61,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,31,1.0
10842,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,12,0,,4715,1,1,0,True,False,False,False,False,False,223,877,,831,25,9,2,10,877,4.9,February,1,25.0
10868,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2524,8,1,2,False,False,False,False,False,False,108,442,,414,12,9,1,6,442,4.87,February,1,29.0
10869,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4713,1,1,2,True,False,False,False,False,False,502,1896,,1816,39,17,7,17,1896,4.92,February,1,10.0
10879,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4122,17,1,3,False,False,False,False,False,False,616,1824,,1747,32,23,5,17,1824,4.91,February,1,6.0
10960,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3658,14,1,9,True,False,False,False,False,False,559,1545,,1494,24,14,4,10,1546,4.93,February,1,9.0
10974,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1812,4,1,10,True,False,False,False,False,False,206,812,,782,15,4,3,8,812,4.92,February,1,3.0
10975,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,986,10,1,10,False,False,False,False,False,False,156,428,,413,11,2,0,2,428,4.95,February,1,2.0
10980,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1851,1,1,11,True,False,False,False,False,False,264,761,,729,18,8,0,6,761,4.92,February,1,5.0
10981,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6830,17,1,11,True,False,False,False,False,False,819,2501,,2395,43,19,11,33,2501,4.9,February,1,13.0
10990,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3275,1596,1,13,True,False,False,False,False,False,184,486,,464,10,7,0,5,486,4.91,February,1,3.0
11020,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1138,14,1,17,False,False,False,False,False,False,187,513,,494,10,4,2,3,513,4.93,February,1,3.0
11034,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1313,17,1,19,True,False,False,False,False,False,159,572,,549,12,5,2,4,572,4.92,February,1,6.0
11039,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,793,3,1,20,False,False,False,False,False,False,118,357,,346,6,2,1,2,357,4.94,February,1,2.0
11194,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,399,1,1,36,False,False,False,False,False,False,84,167,,164,1,2,0,0,167,4.97,February,1,1.0
11464,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,573,23,1,61,False,False,False,False,False,False,152,256,,241,5,6,1,4,257,4.87,February,1,6.0
11483,2023-02-01 16:18:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,62,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,February,1,0.0
12071,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,174,20,217,4129,2,1,3,False,False,False,False,False,False,619,1825,,1748,32,23,5,17,1825,4.91,February,2,7.0
12169,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6835,3,1,11,True,False,False,False,False,False,820,2503,,2396,43,19,12,33,2503,4.9,February,2,5.0
12176,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3298,477,1,12,True,False,False,False,False,False,184,487,,465,10,7,0,5,487,4.91,February,2,23.0
12206,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,114,5,120,1140,5,1,16,False,False,False,False,False,False,188,515,,496,10,4,2,3,515,4.93,February,2,2.0
12220,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,99,6,105,1315,5,1,19,True,False,False,False,False,False,158,572,,549,12,5,2,4,572,4.92,February,2,2.0
12225,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,793,3,1,19,False,False,False,False,False,False,118,357,,346,6,2,1,2,357,4.94,February,2,0.0
12372,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,400,1,1,35,False,False,False,False,False,False,84,168,,165,1,2,0,0,168,4.97,February,2,1.0
12630,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,198,20,247,574,19,1,59,False,False,False,False,False,False,153,258,,243,5,6,1,4,259,4.87,February,2,1.0
12646,2023-02-02 16:51:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,60,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,February,2,0.0
13238,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2557,9,1,2,False,False,False,False,False,False,108,448,,420,12,9,1,6,448,4.87,February,3,33.0
13349,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3325,471,1,12,True,False,False,False,False,False,184,491,,469,10,7,0,5,491,4.91,February,3,27.0
13378,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,114,5,120,1140,5,1,16,False,False,False,False,False,False,188,515,,496,10,4,2,3,515,4.93,February,3,0.0
13392,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1316,8,1,18,True,False,False,False,False,False,159,572,,549,12,5,2,4,572,4.92,February,3,1.0
13397,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,794,1,1,19,False,False,False,False,False,False,118,357,,346,6,2,1,2,357,4.94,February,3,1.0
13787,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,198,20,247,575,16,1,57,False,False,False,False,False,False,153,259,,244,5,6,1,4,260,4.87,February,3,1.0
13804,2023-02-03 14:38:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,58,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,February,3,0.0
14385,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,115,0,,9425,1,1,1,False,False,False,False,False,False,806,3770,,3624,69,27,13,37,3770,4.92,February,4,
14408,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2562,8,1,2,False,False,False,False,False,False,108,448,,420,12,9,1,6,448,4.87,February,4,5.0
14521,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3343,471,1,12,True,False,False,False,False,False,184,493,,471,10,7,0,5,493,4.91,February,4,18.0
14550,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,114,5,120,1146,3,1,16,False,False,False,False,False,False,188,516,,497,10,4,2,3,516,4.93,February,4,6.0
14563,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1319,2,1,18,True,False,False,False,False,False,159,573,,549,12,6,2,4,573,4.92,February,4,3.0
14568,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,794,1,1,19,False,False,False,False,False,False,118,357,,346,6,2,1,2,357,4.94,February,4,0.0
14966,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,198,20,247,577,14,1,57,False,False,False,False,False,False,153,260,,245,5,6,1,4,261,4.87,February,4,2.0
14984,2023-02-04 14:30:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,59,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,February,4,0.0
15577,2023-02-05 16:38:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2593,2,1,2,False,False,False,False,False,False,108,449,,421,12,9,1,6,449,4.87,February,5,31.0
15683,2023-02-05 16:38:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3366,456,1,12,True,False,False,False,False,False,184,495,,471,10,7,1,6,495,4.9,February,5,23.0
15708,2023-02-05 16:38:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1147,8,1,15,False,False,False,False,False,False,188,516,,497,10,4,2,3,516,4.93,February,5,1.0
16101,2023-02-05 16:38:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,577,11,1,55,False,False,False,False,False,False,154,260,,245,5,6,1,4,261,4.87,February,5,0.0
16117,2023-02-05 16:38:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,56,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,February,5,0.0
16807,2023-02-06 13:09:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3686,2,1,9,True,False,False,False,False,False,560,1555,,1504,24,14,4,10,1556,4.93,February,6,28.0
16829,2023-02-06 13:09:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3372,1558,1,12,True,False,False,False,False,False,184,495,,471,10,7,1,6,495,4.9,February,6,6.0
16853,2023-02-06 13:09:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1148,5,1,15,False,False,False,False,False,False,188,518,,499,10,4,2,3,518,4.93,February,6,1.0
17238,2023-02-06 13:09:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,581,9,1,55,False,False,False,False,False,False,154,261,,246,5,6,1,4,262,4.87,February,6,4.0
17255,2023-02-06 13:09:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,440,4,1,56,False,False,False,False,False,False,74,197,,190,3,3,0,1,197,4.93,February,6,0.0
17837,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,115,0,,9426,520,1,1,False,False,False,False,False,False,808,3771,,3625,69,27,13,37,3771,4.92,February,7,1.0
17859,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4744,307,1,2,True,False,False,False,False,False,502,1905,,1825,39,17,7,17,1905,4.92,February,7,31.0
17870,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4155,91,1,3,False,False,False,False,False,False,619,1837,,1757,33,23,6,18,1837,4.91,February,7,26.0
17944,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3688,192,1,9,True,False,False,False,False,False,562,1555,,1504,24,14,4,10,1556,4.93,February,7,2.0
17956,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1820,61,1,10,True,False,False,False,False,False,206,815,,785,15,4,3,8,815,4.92,February,7,8.0
17960,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1866,46,1,10,True,False,False,False,False,False,264,766,,734,18,8,0,6,766,4.92,February,7,15.0
17967,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3374,1554,1,12,True,False,False,False,False,False,184,496,,471,10,8,1,6,496,4.89,February,7,2.0
17990,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1152,53,1,15,False,False,False,False,False,False,188,519,,500,10,4,2,3,519,4.93,February,7,4.0
18001,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1324,1,1,18,True,False,False,False,False,False,159,574,,550,12,6,2,4,574,4.92,February,7,5.0
18007,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,797,35,1,18,False,False,False,False,False,False,118,359,,348,6,2,1,2,359,4.94,February,7,3.0
18030,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,65,0,,2234,120,1,21,False,False,False,False,False,False,242,935,,885,29,8,3,10,935,4.9,February,7,25.0
18045,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,120,0,,969,48,1,23,False,False,False,False,False,False,80,379,,366,4,5,2,2,379,4.93,February,7,5.0
18146,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,405,10,1,33,False,False,False,False,False,False,84,171,,168,1,2,0,0,171,4.97,February,7,5.0
18386,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,585,32,1,55,False,False,False,False,False,False,157,264,,249,5,6,1,4,265,4.88,February,7,4.0
18403,2023-02-07 18:41:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,441,15,1,57,False,False,False,False,False,False,74,197,,190,3,3,0,1,197,4.93,February,7,1.0
18978,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,115,0,,9430,513,1,1,True,False,False,False,False,False,812,3772,,3626,69,27,13,37,3772,4.92,February,8,4.0
19002,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4756,305,1,2,True,False,False,False,False,False,502,1907,,1826,39,17,8,17,1907,4.92,February,8,12.0
19013,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4156,88,1,3,False,False,False,False,False,False,619,1837,,1757,33,23,6,18,1837,4.91,February,8,1.0
19088,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3690,190,1,9,True,False,False,False,False,False,562,1557,,1506,24,14,4,10,1558,4.93,February,8,2.0
19100,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1822,59,1,10,True,False,False,False,False,False,206,816,,786,15,4,3,8,816,4.92,February,8,2.0
19104,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1866,44,1,11,True,False,False,False,False,False,264,766,,734,18,8,0,6,766,4.92,February,8,0.0
19111,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3384,1554,1,12,True,False,False,False,False,False,184,498,,472,10,9,1,6,498,4.89,February,8,10.0
19136,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1152,51,1,16,False,False,False,False,False,False,188,519,,500,10,4,2,3,519,4.93,February,8,0.0
19151,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,799,34,1,19,False,False,False,False,False,False,118,360,,349,6,2,1,2,360,4.94,February,8,2.0
19175,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,65,0,,2234,118,1,21,False,False,False,False,False,False,242,936,,885,30,8,3,10,936,4.9,February,8,0.0
19190,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,120,0,,969,48,1,23,False,False,False,False,False,False,80,379,,366,4,5,2,2,379,4.93,February,8,0.0
19289,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,405,9,1,32,False,False,False,False,False,False,84,172,,169,1,2,0,0,172,4.97,February,8,0.0
19528,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,586,30,1,55,False,False,False,False,False,False,157,265,,250,5,6,1,4,266,4.88,February,8,1.0
